year,lgID,tmID,franchID,confID,divID,rank,playoff,G,W,L,T,OTL,Pts,SoW,SoL,GF,GA,GoalDif,name,PIM,BenchMinor,PPG,PPC,PP%,SHA,PKG,PKC,PK%,SHF
2010,NHL,COL,COL,WC,NW,4,,82,30,44,,8,68,6,1,227,288,-61,Colorado Avalanche,1077,22,49,265,18.49056603773585,11,75,314,23.88535031847134,8
2010,NHL,DAL,DAL,WC,PC,5,,82,42,29,,11,95,5,7,227,233,-6,Dallas Stars,1066,14,55,306,17.973856209150327,15,55,277,19.855595667870034,10
2010,NHL,DET,DET,WC,CE,1,CSF,82,47,25,,10,104,4,4,261,241,20,Detroit Red Wings,754,6,67,301,22.259136212624583,7,53,300,17.666666666666668,5
2010,NHL,EDM,EDM,WC,NW,5,,82,25,45,,12,62,2,9,193,269,-76,Edmonton Oilers,1270,20,44,304,14.473684210526317,2,74,321,23.05295950155763,8
2010,NHL,FLO,FLO,EC,SE,5,,82,30,40,,12,72,4,7,195,229,-34,Florida Panthers,716,22,35,267,13.108614232209737,5,41,267,15.355805243445692,4
2010,NHL,LAK,LAK,WC,PC,4,CQF,82,46,30,,6,98,10,2,219,198,21,Los Angeles Kings,962,24,47,292,16.095890410958905,6,40,276,14.492753623188406,4
2010,NHL,MIN,MIN,WC,NW,3,,82,39,35,,8,86,3,5,206,233,-27,Minnesota Wild,983,14,53,292,18.15068493150685,7,53,308,17.20779220779221,7
2010,NHL,MTL,MTL,EC,NE,2,CQF,82,44,30,,8,96,3,3,216,209,7,Montreal Canadiens,1097,28,57,290,19.655172413793103,6,51,327,15.59633027522936,5
2010,NHL,NAS,NAS,WC,CE,2,CSF,82,44,27,,11,99,6,4,219,194,25,Nashville Predators,720,26,41,269,15.241635687732341,2,41,272,15.073529411764705,5
2010,NHL,NJD,NJD,EC,AT,4,,82,38,39,,5,81,3,2,174,209,-35,New Jersey Devils,765,18,34,237,14.345991561181433,8,40,241,16.59751037344398,3
2010,NHL,NYI,NYI,EC,AT,5,,82,30,39,,13,73,4,6,229,264,-35,New York Islanders,1515,26,52,302,17.218543046357617,7,52,310,16.7741935483871,15
2010,NHL,NYR,NYR,EC,AT,3,CQF,82,44,33,,5,93,9,3,233,198,35,New York Rangers,1074,14,49,290,16.896551724137932,5,42,257,16.342412451361866,11
2010,NHL,OTT,OTT,EC,NE,5,,82,32,40,,10,74,2,5,192,250,-58,Ottawa Senators,1149,6,45,257,17.509727626459142,4,48,294,16.3265306122449,6
2010,NHL,PHI,PHI,EC,AT,1,CSF,82,47,23,,12,106,3,7,259,223,36,Philadelphia Flyers,1119,8,49,295,16.610169491525422,5,54,313,17.252396166134183,13
2010,NHL,PHO,PHO,WC,PC,3,CQF,82,43,26,,13,99,5,6,231,226,5,Phoenix Coyotes,863,12,46,289,15.916955017301039,6,64,296,21.62162162162162,5
2010,NHL,PIT,PIT,EC,AT,2,CQF,82,49,25,,8,106,10,3,238,199,39,Pittsburgh Penguins,1388,16,49,311,15.755627009646304,6,45,324,13.88888888888889,13
2010,NHL,SJS,SJS,WC,PC,1,CF,82,48,25,,9,105,5,5,248,213,35,San Jose Sharks,931,10,68,289,23.52941176470588,7,56,274,20.437956204379564,6
2010,NHL,STL,STL,WC,CE,4,,82,38,33,,11,87,4,6,240,234,6,St. Louis Blues,1225,16,52,279,18.63799283154122,1,51,279,18.27956989247312,7
2010,NHL,TBL,TBL,EC,SE,2,CF,82,46,25,,11,103,6,6,247,240,7,Tampa Bay Lightning,905,24,69,336,20.535714285714285,16,49,302,16.225165562913908,1
2010,NHL,TOR,TOR,EC,NE,4,,82,37,34,,11,85,5,6,218,251,-33,Toronto Maple Leafs,985,18,52,326,15.950920245398773,8,62,275,22.545454545454547,5
2010,NHL,VAN,VAN,WC,NW,1,F,82,54,19,,9,117,4,5,262,185,77,Vancouver Canucks,943,10,72,296,24.324324324324326,2,45,312,14.423076923076922,6
2010,NHL,WAS,WAS,EC,SE,1,CSF,82,48,23,,11,107,5,6,224,197,27,Washington Capitals,926,20,46,263,17.490494296577946,5,43,299,14.381270903010032,7
2011,NHL,AND,ANA,WC,PC,5,,82,34,36,,12,80,3,7,204,231,-27,Anaheim Ducks,980,18,45,271,16.605166051660518,5,51,283,18.021201413427562,4
2011,NHL,BOS,BOS,EC,NE,1,CQF,82,49,29,,4,102,9,3,269,202,67,Boston Bruins,1101,8,43,250,17.2,1,43,260,16.538461538461537,8
2011,NHL,BUF,BUF,EC,NE,3,,82,39,32,,11,89,7,7,218,230,-12,Buffalo Sabres,904,18,44,258,17.05426356589147,7,47,257,18.28793774319066,5
2011,NHL,CAL,CAL,WC,NW,2,,82,37,29,,16,90,3,9,202,226,-24,Calgary Flames,885,20,46,260,17.692307692307693,6,42,268,15.671641791044777,3
2011,NHL,CAR,CAR,EC,SE,5,,82,33,33,,16,82,1,6,213,243,-30,Carolina Hurricanes,763,12,49,294,16.666666666666664,4,49,252,19.444444444444446,12
2011,NHL,CBS,CBS,WC,CE,5,,82,29,46,,7,65,4,5,202,262,-60,Columbus Blue Jackets,1037,16,49,317,15.457413249211358,8,64,274,23.357664233576642,7
2011,NHL,CHI,CHI,WC,CE,4,CQF,82,45,26,,11,101,7,7,248,238,10,Chicago Blackhawks,848,20,42,277,15.162454873646208,3,51,233,21.888412017167383,7
2011,NHL,COL,COL,WC,NW,3,,82,41,35,,6,88,9,2,208,220,-12,Colorado Avalanche,902,12,41,223,18.385650224215247,4,47,277,16.967509025270758,5
2011,NHL,DAL,DAL,WC,PC,4,,82,42,35,,5,89,7,4,211,222,-11,Dallas Stars,1032,24,33,244,13.524590163934427,3,52,303,17.16171617161716,5
2011,NHL,DET,DET,WC,CE,3,CQF,82,48,28,,6,102,9,3,248,203,45,Detroit Red Wings,699,24,48,298,16.10738255033557,11,50,274,18.248175182481752,2
2011,NHL,EDM,EDM,WC,NW,5,,82,32,40,,10,74,5,7,212,239,-27,Edmonton Oilers,942,20,54,262,20.610687022900763,8,52,296,17.56756756756757,5
2011,NHL,FLO,FLO,EC,SE,1,CQF,82,38,26,,18,94,6,11,203,227,-24,Florida Panthers,792,30,53,286,18.53146853146853,6,49,239,20.502092050209207,4
2011,NHL,LAK,LAK,WC,PC,3,SC,82,40,27,,15,95,6,9,194,179,15,Los Angeles Kings,923,6,49,289,16.955017301038062,2,38,293,12.969283276450511,9
2011,NHL,MIN,MIN,WC,NW,4,,82,35,36,,11,81,11,9,177,226,-49,Minnesota Wild,994,16,39,258,15.11627906976744,4,51,285,17.894736842105264,5
2011,NHL,MTL,MTL,EC,NE,5,,82,31,35,,16,78,5,12,212,226,-14,Montreal Canadiens,954,20,43,301,14.285714285714285,8,36,315,11.428571428571429,10
2011,NHL,NAS,NAS,WC,CE,2,CSF,82,48,26,,8,104,5,5,237,210,27,Nashville Predators,689,12,54,250,21.6,4,40,244,16.39344262295082,5
2011,NHL,NJD,NJD,EC,AT,4,F,82,48,28,,6,102,12,4,228,209,19,New Jersey Devils,944,20,46,267,17.228464419475657,13,27,259,10.424710424710424,15
2011,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11,79,7,4,203,255,-52,New York Islanders,763,8,45,243,18.51851851851852,5,46,236,19.491525423728813,4
2011,NHL,NYR,NYR,EC,AT,1,CF,82,51,24,,7,109,4,5,226,187,39,New York Rangers,1059,14,44,280,15.714285714285714,4,36,260,13.846153846153847,8
2011,NHL,OTT,OTT,EC,NE,2,CQF,82,41,31,,10,92,6,4,249,240,9,Ottawa Senators,1145,24,49,270,18.14814814814815,7,57,310,18.387096774193548,9
2011,NHL,PHI,PHI,EC,AT,3,CSF,82,47,26,,9,103,4,7,264,232,32,Philadelphia Flyers,1318,18,66,335,19.701492537313435,9,58,319,18.181818181818183,6
2011,NHL,PHO,PHO,WC,PC,1,CF,82,42,27,,13,97,6,10,216,204,12,Phoenix Coyotes,757,18,34,251,13.545816733067728,6,36,249,14.457831325301203,6
2011,NHL,PIT,PIT,EC,AT,2,CQF,82,51,25,,6,108,9,3,282,221,61,Pittsburgh Penguins,880,12,57,289,19.72318339100346,10,33,270,12.222222222222221,11
2011,NHL,SJS,SJS,WC,PC,2,CQF,82,43,29,,10,96,9,5,228,210,18,San Jose Sharks,785,18,57,270,21.11111111111111,4,52,225,23.11111111111111,3
2011,NHL,STL,STL,WC,CE,1,CSF,82,49,22,,11,109,4,10,210,165,45,St. Louis Blues,1062,16,45,270,16.666666666666664,3,40,282,14.184397163120568,7
2011,NHL,TBL,TBL,EC,SE,3,,82,38,36,,8,84,3,3,235,281,-46,Tampa Bay Lightning,865,16,41,269,15.241635687732341,12,59,284,20.774647887323944,2
2011,NHL,TOR,TOR,EC,NE,4,,82,35,37,,10,80,4,5,231,264,-33,Toronto Maple Leafs,824,16,49,267,18.352059925093634,6,55,242,22.727272727272727,5
2011,NHL,VAN,VAN,WC,NW,1,CQF,82,51,22,,9,111,8,7,249,198,51,Vancouver Canucks,1049,10,57,288,19.791666666666664,4,40,286,13.986013986013987,7
2011,NHL,WAS,WAS,EC,SE,2,CSF,82,42,32,,8,92,4,4,222,230,-8,Washington Capitals,767,16,41,245,16.73469387755102,10,49,266,18.421052631578945,3
2011,NHL,WPG,WPG,EC,SE,4,,82,37,35,,10,84,4,4,225,246,-21,Winnipeg Jets,905,4,45,251,17.928286852589643,8,58,292,19.863013698630137,3
